index,data
7428,"[26, 10, 69, 76, 41, 50, 27, 62, 53, 72]"
7429,"[53, 64, 45, 21, 26, 27, 33, 62, 72, 44]"
7430,"[72, 39, 14, 71, 62, 32, 51, 19, 16, 31]"
7431,"[29, 17, 24, 68, 61, 23, 3, 45, 41, 7]"
7432,"[30, 35, 79, 13, 73, 50, 53, 11, 7, 76]"
7433,"[38, 72, 51, 35, 79, 45, 41, 6, 11, 32]"
7434,"[39, 60, 20, 66, 76, 35, 1, 79, 47, 36]"
7435,"[80, 66, 54, 67, 76, 65, 53, 38, 33, 68]"
7436,"[28, 8, 22, 76, 43, 4, 5, 77, 25, 27]"
7437,"[21, 68, 42, 76, 17, 73, 3, 38, 18, 29]"
7438,"[57, 24, 27, 42, 23, 12, 48, 72, 61, 66]"
7439,"[26, 60, 72, 74, 12, 8, 6, 14, 52, 25]"
7440,"[28, 8, 35, 80, 31, 46, 7, 19, 52, 65]"
7441,"[80, 59, 34, 16, 55, 10, 14, 5, 56, 29]"
7442,"[29, 54, 9, 70, 35, 49, 55, 40, 60, 25]"
7443,"[8, 52, 9, 64, 21, 66, 17, 47, 37, 16]"
7444,"[42, 30, 60, 39, 47, 3, 1, 4, 64, 77]"
7445,"[73, 27, 4, 48, 15, 57, 67, 19, 75, 55]"
7446,"[60, 77, 65, 20, 62, 49, 74, 64, 68, 11]"
7447,"[42, 63, 44, 55, 28, 31, 53, 41, 9, 24]"
7448,"[30, 35, 71, 41, 59, 37, 13, 33, 76, 70]"
7449,"[70, 51, 53, 30, 48, 35, 1, 54, 68, 79]"
7450,"[27, 15, 39, 59, 40, 62, 49, 36, 54, 22]"
7451,"[72, 79, 58, 70, 75, 28, 3, 64, 15, 37]"
7452,"[71, 9, 2, 43, 40, 44, 8, 17, 4, 49]"
7453,"[13, 19, 42, 31, 23, 39, 11, 4, 17, 15]"
7454,"[19, 15, 35, 74, 6, 66, 27, 37, 72, 22]"
7455,"[17, 57, 39, 76, 40, 56, 13, 78, 18, 75]"
7456,"[4, 75, 56, 45, 55, 67, 15, 5, 48, 47]"
7457,"[28, 34, 46, 10, 58, 79, 76, 49, 31, 48]"
7458,"[49, 39, 36, 22, 71, 51, 33, 47, 9, 3]"
7459,"[21, 8, 20, 6, 29, 44, 45, 60, 41, 1]"
7460,"[31, 29, 37, 53, 36, 28, 19, 65, 30, 17]"
7461,"[71, 20, 29, 73, 41, 15, 62, 56, 32, 59]"
7462,"[24, 53, 59, 33, 50, 26, 47, 76, 35, 38]"
7463,"[61, 45, 71, 40, 59, 27, 42, 70, 36, 76]"
7464,"[20, 2, 18, 78, 49, 72, 55, 64, 12, 73]"
7465,"[33, 32, 75, 80, 36, 18, 77, 42, 9, 31]"
7466,"[61, 77, 5, 62, 38, 21, 3, 56, 73, 54]"
7467,"[44, 47, 49, 46, 55, 80, 15, 20, 38, 59]"
7468,"[3, 55, 51, 35, 43, 31, 10, 62, 80, 64]"
7469,"[34, 8, 62, 46, 71, 70, 79, 52, 57, 11]"
7470,"[49, 71, 18, 15, 41, 47, 4, 28, 70, 36]"
7471,"[3, 30, 64, 35, 80, 40, 50, 37, 12, 24]"
7472,"[50, 26, 2, 22, 61, 62, 74, 18, 44, 4]"
7473,"[61, 6, 5, 26, 14, 40, 67, 46, 78, 17]"
7474,"[10, 59, 25, 47, 58, 75, 46, 65, 2, 67]"
7475,"[70, 64, 66, 38, 43, 17, 40, 50, 15, 76]"
7476,"[77, 58, 35, 62, 3, 23, 27, 67, 70, 69]"
7477,"[80, 26, 11, 39, 6, 43, 53, 51, 7, 29]"
7478,"[54, 15, 65, 5, 43, 26, 64, 24, 76, 10]"
7479,"[61, 36, 28, 27, 26, 14, 74, 80, 64, 5]"
7480,"[16, 7, 17, 21, 24, 74, 55, 60, 79, 73]"
7481,"[53, 38, 19, 1, 70, 37, 43, 78, 50, 41]"
7482,"[78, 50, 12, 69, 13, 36, 34, 26, 56, 5]"
7483,"[22, 67, 21, 20, 44, 71, 24, 63, 62, 65]"
7484,"[22, 11, 39, 8, 52, 45, 46, 14, 21, 23]"
7485,"[12, 4, 63, 5, 34, 73, 31, 76, 32, 39]"
7486,"[14, 60, 65, 22, 50, 70, 43, 78, 67, 56]"
7487,"[27, 64, 65, 39, 17, 6, 49, 4, 75, 76]"
7488,"[52, 34, 23, 80, 7, 42, 44, 25, 60, 57]"
7489,"[25, 80, 10, 75, 18, 58, 22, 30, 28, 36]"
7490,"[38, 50, 42, 34, 49, 41, 33, 43, 18, 7]"
7491,"[13, 57, 60, 69, 68, 12, 14, 59, 67, 36]"
7492,"[30, 8, 62, 52, 74, 42, 38, 45, 76, 79]"
7493,"[38, 77, 65, 17, 40, 14, 32, 61, 20, 36]"
7494,"[45, 35, 67, 40, 24, 46, 54, 79, 71, 22]"
7495,"[49, 2, 33, 31, 39, 15, 10, 21, 77, 66]"
7496,"[66, 48, 55, 9, 62, 21, 68, 32, 44, 1]"
7497,"[64, 56, 26, 7, 27, 65, 2, 29, 37, 61]"
7498,"[5, 6, 37, 74, 10, 73, 59, 12, 77, 42]"
7499,"[33, 24, 1, 2, 77, 72, 58, 51, 63, 27]"
7500,"[23, 44, 32, 43, 14, 29, 7, 27, 45, 46]"
7501,"[60, 57, 18, 72, 40, 14, 19, 11, 9, 36]"
7502,"[50, 72, 39, 74, 14, 3, 76, 79, 78, 52]"
7503,"[41, 31, 1, 25, 42, 58, 73, 63, 47, 66]"
7504,"[10, 2, 39, 68, 31, 24, 25, 61, 4, 19]"
7505,"[31, 1, 40, 2, 8, 67, 54, 39, 47, 37]"
7506,"[1, 41, 76, 67, 16, 66, 62, 52, 56, 72]"
7507,"[49, 52, 77, 24, 40, 65, 67, 76, 5, 79]"
7508,"[32, 62, 2, 47, 79, 30, 48, 64, 67, 76]"
7509,"[7, 40, 5, 61, 32, 41, 62, 59, 28, 6]"
7510,"[49, 28, 60, 19, 30, 12, 1, 35, 4, 22]"
7511,"[5, 18, 13, 77, 19, 56, 78, 43, 61, 35]"
7512,"[11, 9, 56, 67, 48, 34, 70, 32, 15, 3]"
7513,"[65, 20, 17, 66, 23, 50, 6, 78, 35, 34]"
7514,"[17, 77, 28, 12, 11, 20, 31, 73, 76, 70]"
7515,"[66, 7, 35, 67, 27, 6, 41, 39, 37, 1]"
7516,"[8, 57, 23, 35, 58, 45, 30, 80, 67, 5]"
7517,"[23, 52, 42, 64, 2, 40, 10, 77, 30, 60]"
7518,"[25, 19, 54, 65, 22, 37, 26, 51, 77, 44]"
7519,"[47, 39, 68, 44, 51, 3, 6, 63, 14, 75]"
7520,"[78, 21, 24, 2, 48, 71, 74, 36, 33, 1]"
7521,"[54, 68, 8, 28, 57, 26, 51, 60, 27, 44]"
7522,"[72, 16, 21, 52, 15, 70, 63, 10, 25, 43]"
7523,"[32, 70, 38, 27, 72, 33, 25, 77, 2, 52]"
7524,"[61, 48, 70, 67, 75, 77, 4, 58, 11, 31]"
7525,"[37, 75, 66, 35, 15, 18, 17, 80, 48, 63]"
7526,"[22, 7, 16, 75, 62, 38, 55, 65, 30, 71]"
7527,"[71, 17, 63, 11, 8, 35, 36, 23, 42, 7]"
7528,"[73, 71, 78, 26, 76, 74, 37, 12, 6, 30]"
7529,"[65, 35, 29, 67, 41, 43, 17, 73, 80, 75]"
7530,"[3, 79, 20, 74, 31, 6, 28, 52, 60, 66]"
7531,"[77, 18, 55, 5, 42, 28, 56, 30, 38, 37]"
7532,"[76, 32, 78, 58, 14, 60, 68, 51, 17, 28]"
7533,"[70, 51, 79, 52, 71, 60, 57, 36, 73, 75]"
7534,"[18, 46, 30, 72, 35, 55, 51, 10, 52, 33]"
7535,"[25, 51, 37, 80, 59, 12, 2, 19, 42, 4]"
7536,"[77, 69, 78, 6, 17, 53, 74, 16, 64, 19]"
7537,"[24, 36, 28, 29, 51, 4, 73, 15, 33, 26]"
7538,"[14, 63, 25, 38, 43, 70, 45, 42, 77, 48]"
7539,"[54, 68, 30, 62, 52, 47, 2, 15, 19, 39]"
7540,"[72, 9, 30, 61, 33, 11, 10, 14, 23, 21]"
7541,"[58, 75, 61, 10, 4, 21, 41, 20, 9, 38]"
7542,"[33, 40, 67, 43, 13, 77, 54, 72, 6, 31]"
7543,"[60, 31, 80, 73, 39, 30, 78, 27, 76, 12]"
7544,"[50, 72, 78, 53, 19, 6, 24, 35, 16, 33]"
7545,"[69, 67, 77, 20, 6, 80, 28, 3, 66, 38]"
7546,"[38, 12, 23, 19, 15, 79, 44, 50, 69, 30]"
7547,"[68, 19, 7, 59, 36, 16, 2, 10, 17, 25]"
7548,"[65, 26, 35, 40, 67, 10, 52, 54, 5, 73]"
7549,"[13, 32, 27, 63, 36, 39, 40, 65, 76, 62]"
7550,"[8, 73, 15, 41, 61, 27, 78, 32, 29, 70]"
7551,"[75, 19, 54, 34, 36, 38, 49, 55, 1, 66]"
7552,"[31, 12, 16, 59, 77, 39, 29, 33, 76, 45]"
7553,"[75, 74, 4, 18, 72, 70, 60, 76, 24, 28]"
7554,"[60, 51, 25, 56, 12, 70, 40, 49, 62, 11]"
7555,"[62, 46, 20, 39, 30, 6, 4, 38, 78, 47]"
7556,"[25, 65, 78, 1, 6, 49, 69, 50, 42, 15]"
7557,"[53, 43, 8, 48, 76, 58, 61, 41, 39, 3]"
7558,"[59, 51, 66, 13, 79, 22, 63, 3, 27, 58]"
7559,"[77, 46, 63, 34, 78, 5, 27, 71, 47, 56]"
7560,"[27, 45, 38, 14, 12, 32, 55, 26, 66, 1]"
7561,"[23, 19, 56, 47, 59, 9, 52, 36, 16, 39]"
7562,"[74, 71, 59, 62, 78, 48, 39, 56, 40, 49]"
7563,"[24, 63, 8, 1, 48, 49, 76, 44, 46, 78]"
7564,"[10, 67, 25, 53, 52, 26, 63, 50, 7, 23]"
7565,"[61, 29, 54, 56, 27, 11, 25, 58, 15, 57]"
7566,"[79, 46, 67, 51, 13, 45, 28, 25, 75, 53]"
7567,"[13, 61, 11, 1, 4, 79, 73, 62, 5, 44]"
7568,"[11, 69, 79, 60, 73, 61, 64, 56, 14, 48]"
7569,"[66, 10, 48, 67, 70, 62, 24, 75, 33, 45]"
7570,"[65, 63, 60, 42, 48, 57, 36, 7, 50, 32]"
7571,"[16, 39, 79, 57, 68, 30, 58, 73, 61, 9]"
7572,"[24, 34, 9, 18, 56, 43, 37, 17, 27, 1]"
7573,"[20, 59, 24, 19, 74, 71, 8, 58, 22, 78]"
7574,"[25, 70, 41, 19, 57, 3, 7, 58, 15, 21]"
7575,"[60, 78, 53, 46, 40, 41, 62, 1, 45, 32]"
7576,"[24, 27, 77, 18, 50, 9, 2, 45, 76, 80]"
7577,"[24, 54, 52, 3, 56, 28, 79, 33, 55, 75]"
7578,"[6, 28, 20, 7, 48, 59, 5, 35, 12, 65]"
7579,"[58, 77, 26, 61, 1, 14, 16, 9, 36, 20]"
7580,"[7, 6, 43, 15, 62, 68, 25, 77, 10, 3]"
7581,"[61, 59, 12, 18, 47, 77, 36, 54, 19, 3]"
7582,"[10, 78, 21, 76, 66, 24, 72, 37, 71, 54]"
7583,"[30, 65, 1, 16, 14, 55, 10, 78, 74, 75]"
7584,"[30, 51, 32, 20, 24, 47, 64, 74, 40, 78]"
7585,"[67, 78, 61, 29, 38, 54, 73, 72, 32, 26]"
7586,"[48, 80, 23, 8, 72, 31, 40, 65, 68, 4]"
7587,"[57, 70, 73, 20, 65, 13, 76, 55, 59, 24]"
7588,"[51, 27, 42, 49, 9, 77, 1, 35, 22, 50]"
7589,"[72, 17, 52, 55, 4, 58, 46, 12, 54, 6]"
7590,"[8, 33, 12, 41, 55, 2, 34, 14, 31, 61]"
7591,"[60, 7, 32, 6, 41, 44, 15, 58, 38, 62]"
7592,"[26, 79, 18, 68, 61, 6, 56, 55, 76, 20]"
7593,"[59, 39, 33, 22, 16, 76, 10, 65, 13, 14]"
7594,"[5, 61, 79, 23, 7, 22, 63, 64, 20, 54]"
7595,"[28, 57, 1, 59, 66, 52, 80, 8, 77, 12]"
7596,"[32, 76, 12, 52, 7, 15, 33, 35, 28, 75]"
7597,"[50, 80, 18, 45, 54, 49, 32, 40, 77, 63]"
7598,"[20, 52, 37, 7, 8, 27, 22, 18, 73, 79]"
7599,"[26, 70, 73, 69, 13, 6, 22, 63, 67, 3]"
7600,"[19, 54, 12, 55, 39, 20, 28, 73, 13, 78]"
7601,"[25, 16, 61, 62, 56, 63, 54, 19, 26, 50]"
7602,"[19, 60, 42, 57, 66, 39, 15, 72, 52, 28]"
7603,"[21, 52, 20, 16, 80, 55, 14, 23, 72, 15]"
7604,"[23, 44, 74, 69, 9, 16, 2, 58, 13, 30]"
7605,"[11, 1, 68, 59, 23, 50, 15, 70, 73, 64]"
7606,"[24, 23, 13, 6, 55, 69, 17, 7, 47, 32]"
7607,"[75, 20, 76, 44, 17, 42, 62, 56, 25, 33]"
7608,"[64, 44, 71, 60, 42, 56, 78, 55, 39, 54]"
7609,"[30, 69, 25, 63, 54, 74, 57, 51, 77, 59]"
7610,"[71, 2, 14, 3, 16, 78, 64, 42, 51, 65]"
7611,"[2, 24, 61, 58, 23, 44, 9, 30, 6, 29]"
7612,"[17, 20, 39, 53, 32, 64, 70, 56, 49, 31]"
7613,"[53, 36, 11, 40, 23, 17, 31, 55, 49, 6]"
7614,"[32, 11, 4, 14, 24, 65, 62, 42, 33, 44]"
7615,"[10, 6, 12, 30, 48, 45, 24, 77, 28, 60]"
7616,"[71, 65, 42, 2, 60, 46, 41, 7, 51, 56]"
7617,"[66, 41, 45, 70, 29, 1, 49, 58, 18, 62]"
7618,"[59, 70, 52, 1, 51, 46, 24, 5, 4, 57]"
7619,"[23, 73, 26, 32, 50, 56, 76, 43, 77, 38]"
7620,"[75, 12, 27, 49, 41, 11, 68, 19, 32, 73]"
7621,"[69, 5, 24, 35, 31, 49, 53, 64, 21, 8]"
7622,"[59, 14, 58, 45, 80, 67, 50, 12, 20, 34]"
7623,"[76, 4, 18, 58, 64, 68, 12, 65, 51, 37]"
7624,"[24, 65, 33, 43, 66, 38, 5, 39, 49, 59]"
7625,"[28, 58, 50, 76, 78, 67, 25, 35, 21, 7]"
7626,"[26, 49, 20, 19, 56, 44, 62, 67, 31, 66]"
7627,"[53, 35, 19, 79, 49, 66, 36, 56, 7, 27]"
7628,"[41, 74, 12, 45, 23, 34, 28, 44, 39, 17]"
7629,"[5, 64, 31, 23, 43, 21, 51, 27, 36, 65]"
7630,"[62, 54, 75, 22, 6, 48, 63, 10, 52, 12]"
7631,"[80, 14, 63, 44, 26, 46, 23, 25, 79, 67]"
7632,"[68, 39, 78, 55, 27, 14, 5, 20, 9, 70]"
7633,"[71, 62, 53, 17, 2, 10, 52, 69, 33, 23]"
7634,"[5, 78, 76, 40, 74, 31, 67, 26, 43, 54]"
7635,"[15, 53, 7, 74, 18, 11, 32, 58, 41, 36]"
7636,"[69, 79, 63, 31, 39, 2, 16, 11, 51, 80]"
7637,"[35, 1, 39, 15, 68, 77, 79, 20, 65, 32]"
7638,"[2, 74, 34, 80, 30, 70, 17, 36, 4, 37]"
7639,"[50, 43, 16, 75, 37, 25, 41, 15, 70, 27]"
7640,"[46, 44, 30, 25, 59, 64, 41, 1, 39, 45]"
7641,"[63, 32, 58, 44, 28, 12, 40, 68, 13, 74]"
7642,"[34, 30, 60, 27, 36, 42, 68, 12, 72, 22]"
7643,"[60, 29, 55, 15, 42, 53, 78, 34, 5, 23]"
7644,"[43, 28, 32, 59, 40, 11, 42, 27, 74, 6]"
7645,"[23, 8, 29, 44, 25, 50, 56, 59, 24, 40]"
7646,"[50, 77, 25, 66, 36, 15, 68, 69, 57, 27]"
7647,"[33, 43, 54, 42, 61, 17, 23, 79, 65, 74]"
7648,"[38, 40, 39, 25, 1, 29, 68, 34, 33, 80]"
7649,"[21, 36, 2, 55, 52, 7, 19, 15, 50, 65]"
7650,"[62, 26, 54, 46, 16, 69, 7, 58, 61, 56]"
7651,"[4, 24, 13, 67, 30, 61, 68, 21, 8, 60]"
7652,"[26, 30, 4, 32, 46, 14, 36, 67, 63, 21]"
7653,"[26, 9, 51, 68, 34, 2, 64, 62, 29, 40]"
7654,"[52, 54, 29, 37, 45, 28, 64, 36, 4, 9]"
7655,"[10, 27, 41, 63, 23, 80, 26, 44, 36, 38]"
7656,"[48, 10, 73, 74, 63, 55, 15, 22, 50, 52]"
7657,"[37, 12, 47, 1, 50, 70, 27, 75, 6, 22]"
7658,"[18, 15, 55, 62, 68, 24, 60, 38, 76, 31]"
7659,"[21, 58, 57, 42, 56, 38, 71, 31, 55, 49]"
7660,"[35, 78, 53, 42, 51, 72, 47, 25, 56, 62]"
7661,"[10, 75, 67, 76, 19, 33, 46, 48, 71, 29]"
7662,"[32, 25, 3, 54, 72, 11, 61, 19, 17, 78]"
7663,"[26, 4, 37, 53, 8, 59, 71, 64, 27, 52]"
7664,"[63, 77, 46, 28, 60, 72, 38, 44, 11, 39]"
7665,"[15, 12, 44, 13, 69, 24, 71, 62, 49, 55]"
7666,"[10, 56, 66, 45, 26, 40, 21, 77, 29, 64]"
7667,"[72, 15, 28, 73, 16, 39, 12, 74, 35, 65]"
7668,"[48, 79, 14, 32, 7, 15, 76, 59, 80, 68]"
7669,"[62, 47, 57, 15, 23, 48, 72, 75, 25, 55]"
7670,"[36, 26, 77, 21, 3, 49, 58, 14, 25, 12]"
7671,"[44, 12, 2, 42, 13, 49, 10, 34, 15, 22]"
7672,"[23, 7, 45, 27, 18, 21, 43, 61, 47, 10]"
7673,"[56, 28, 73, 7, 4, 42, 62, 16, 27, 18]"
7674,"[51, 20, 18, 65, 8, 46, 59, 14, 60, 49]"
7675,"[7, 9, 30, 41, 65, 28, 36, 29, 59, 56]"
7676,"[19, 12, 17, 1, 9, 45, 77, 80, 47, 25]"
7677,"[28, 67, 71, 8, 49, 30, 20, 33, 17, 7]"
7678,"[67, 24, 12, 28, 72, 51, 69, 76, 66, 71]"
7679,"[75, 49, 54, 48, 59, 33, 45, 22, 56, 63]"
7680,"[10, 36, 26, 42, 12, 66, 55, 52, 44, 27]"
7681,"[39, 29, 62, 45, 14, 15, 50, 75, 9, 23]"
7682,"[37, 29, 53, 5, 55, 44, 28, 64, 30, 66]"
7683,"[3, 43, 53, 60, 65, 48, 1, 26, 58, 34]"
7684,"[71, 7, 24, 35, 43, 25, 73, 37, 52, 36]"
7685,"[42, 3, 39, 58, 30, 21, 18, 31, 64, 11]"
7686,"[74, 17, 20, 70, 45, 3, 44, 61, 31, 23]"
7687,"[53, 58, 41, 40, 25, 13, 74, 60, 37, 29]"
7688,"[49, 27, 33, 24, 36, 45, 58, 64, 19, 67]"
7689,"[65, 24, 15, 14, 63, 42, 21, 30, 66, 70]"
7690,"[41, 47, 34, 46, 25, 15, 64, 29, 17, 27]"
7691,"[24, 71, 72, 80, 79, 62, 15, 36, 23, 46]"
7692,"[6, 21, 19, 58, 18, 55, 27, 29, 50, 48]"
7693,"[18, 64, 24, 79, 48, 60, 49, 11, 72, 34]"
7694,"[36, 2, 16, 11, 34, 54, 38, 75, 27, 65]"
7695,"[43, 51, 27, 77, 73, 3, 22, 47, 52, 14]"
7696,"[44, 1, 52, 80, 30, 31, 63, 59, 29, 10]"
7697,"[34, 41, 24, 66, 30, 80, 57, 3, 6, 73]"
7698,"[62, 18, 4, 77, 2, 58, 20, 7, 3, 36]"
7699,"[27, 50, 66, 31, 61, 13, 30, 70, 56, 79]"
7700,"[30, 41, 39, 73, 80, 3, 38, 17, 51, 31]"
7701,"[79, 44, 72, 31, 66, 48, 1, 14, 46, 55]"
7702,"[63, 40, 46, 75, 72, 56, 13, 24, 25, 14]"
7703,"[65, 8, 55, 31, 79, 70, 27, 72, 25, 29]"
7704,"[27, 17, 69, 74, 64, 57, 16, 7, 62, 63]"
7705,"[47, 26, 31, 46, 62, 45, 40, 14, 18, 12]"
7706,"[25, 5, 40, 67, 22, 46, 43, 30, 27, 13]"
7707,"[63, 26, 21, 79, 31, 66, 57, 68, 32, 16]"
7708,"[50, 65, 73, 60, 44, 25, 1, 27, 15, 51]"
7709,"[24, 52, 46, 19, 32, 71, 4, 59, 33, 35]"
7710,"[33, 49, 34, 54, 32, 44, 25, 67, 29, 41]"
7711,"[2, 38, 78, 70, 75, 56, 3, 51, 44, 17]"
7712,"[34, 42, 36, 53, 64, 20, 44, 37, 40, 35]"
7713,"[80, 43, 58, 54, 76, 16, 14, 24, 1, 69]"
7714,"[37, 14, 40, 19, 16, 34, 41, 52, 50, 17]"
7715,"[28, 74, 6, 25, 76, 59, 46, 61, 72, 31]"
7716,"[28, 51, 75, 68, 18, 53, 78, 79, 27, 74]"
7717,"[33, 79, 7, 34, 38, 14, 64, 59, 48, 36]"
7718,"[77, 61, 76, 47, 62, 25, 51, 41, 37, 53]"
7719,"[38, 20, 3, 15, 52, 25, 78, 36, 58, 33]"
7720,"[75, 65, 55, 53, 63, 58, 11, 66, 74, 32]"
7721,"[2, 20, 59, 49, 73, 63, 34, 35, 19, 41]"
7722,"[27, 46, 28, 37, 69, 33, 51, 11, 45, 5]"
7723,"[17, 62, 65, 23, 67, 4, 55, 7, 76, 20]"
7724,"[79, 42, 32, 8, 10, 63, 34, 53, 20, 57]"
7725,"[23, 43, 59, 58, 45, 5, 34, 65, 54, 41]"
7726,"[8, 57, 3, 37, 73, 77, 21, 5, 71, 28]"
7727,"[65, 17, 78, 37, 20, 53, 61, 27, 33, 59]"
7728,"[61, 36, 53, 21, 11, 52, 16, 50, 46, 78]"
7729,"[75, 55, 2, 35, 17, 66, 36, 47, 63, 39]"
7730,"[28, 47, 73, 54, 50, 52, 40, 9, 74, 69]"
7731,"[19, 27, 78, 35, 33, 72, 37, 5, 41, 29]"
7732,"[47, 55, 64, 28, 77, 10, 63, 62, 38, 74]"
7733,"[56, 77, 54, 48, 44, 47, 17, 41, 46, 72]"
7734,"[69, 16, 6, 18, 13, 15, 5, 61, 39, 25]"
7735,"[53, 47, 66, 44, 32, 36, 56, 28, 61, 12]"
7736,"[10, 56, 21, 24, 5, 48, 66, 55, 59, 27]"
7737,"[74, 80, 78, 30, 69, 65, 31, 1, 66, 43]"
7738,"[49, 11, 50, 28, 33, 61, 66, 71, 57, 47]"
7739,"[25, 16, 41, 36, 56, 62, 74, 13, 11, 22]"
7740,"[68, 73, 31, 12, 2, 9, 35, 42, 47, 64]"
7741,"[24, 2, 73, 75, 30, 74, 53, 21, 9, 41]"
7742,"[4, 46, 30, 34, 50, 54, 55, 31, 66, 15]"
7743,"[58, 68, 22, 67, 78, 20, 33, 53, 64, 2]"
7744,"[10, 28, 50, 71, 45, 68, 58, 48, 19, 73]"
7745,"[32, 41, 25, 53, 67, 70, 63, 5, 26, 35]"
7746,"[79, 24, 6, 52, 9, 28, 41, 47, 60, 46]"
7747,"[61, 43, 49, 16, 74, 58, 59, 27, 32, 36]"
7748,"[33, 74, 20, 14, 9, 35, 29, 56, 75, 49]"
7749,"[63, 43, 4, 59, 58, 20, 68, 7, 26, 53]"
7750,"[10, 28, 46, 23, 30, 80, 5, 13, 2, 18]"
7751,"[30, 65, 60, 12, 45, 55, 54, 74, 26, 10]"
7752,"[30, 21, 2, 41, 34, 65, 45, 62, 66, 12]"
7753,"[25, 69, 3, 17, 28, 31, 29, 60, 61, 12]"
7754,"[18, 31, 65, 63, 36, 48, 64, 54, 13, 25]"
7755,"[44, 6, 22, 62, 40, 78, 11, 38, 61, 63]"
7756,"[33, 80, 76, 55, 14, 23, 61, 17, 69, 3]"
7757,"[42, 79, 62, 29, 22, 59, 24, 55, 63, 15]"
7758,"[65, 33, 66, 21, 5, 77, 36, 64, 12, 60]"
7759,"[42, 43, 29, 2, 31, 4, 55, 64, 54, 59]"
7760,"[17, 28, 27, 43, 37, 5, 34, 15, 69, 8]"
7761,"[59, 16, 52, 27, 31, 66, 45, 78, 28, 26]"
7762,"[50, 31, 55, 72, 43, 57, 18, 3, 13, 58]"
7763,"[2, 7, 66, 48, 77, 55, 17, 22, 49, 36]"
7764,"[59, 56, 11, 48, 78, 53, 35, 42, 39, 7]"
7765,"[79, 8, 50, 48, 49, 45, 6, 68, 78, 69]"
7766,"[71, 47, 36, 70, 27, 74, 43, 80, 39, 72]"
7767,"[80, 13, 36, 47, 14, 33, 19, 45, 64, 51]"
7768,"[9, 40, 33, 29, 18, 20, 14, 68, 75, 73]"
7769,"[40, 80, 50, 41, 23, 76, 62, 47, 61, 31]"
7770,"[30, 69, 38, 10, 43, 65, 48, 74, 20, 60]"
7771,"[7, 48, 39, 15, 18, 51, 11, 3, 69, 56]"
7772,"[49, 2, 31, 5, 8, 73, 41, 72, 37, 7]"
7773,"[59, 46, 52, 15, 57, 12, 50, 2, 64, 40]"
7774,"[75, 56, 25, 32, 48, 7, 47, 41, 29, 58]"
7775,"[43, 2, 59, 39, 64, 45, 54, 17, 65, 74]"
7776,"[65, 61, 28, 67, 6, 30, 9, 21, 68, 78]"
7777,"[49, 28, 12, 66, 14, 70, 52, 41, 56, 40]"
7778,"[52, 51, 21, 18, 67, 59, 57, 80, 72, 12]"
7779,"[42, 51, 19, 27, 48, 11, 61, 74, 52, 70]"
7780,"[48, 43, 80, 74, 45, 51, 27, 63, 8, 44]"
7781,"[76, 1, 20, 18, 31, 80, 69, 74, 49, 46]"
7782,"[16, 57, 61, 39, 30, 3, 25, 62, 45, 71]"
7783,"[27, 23, 14, 32, 49, 65, 9, 70, 26, 47]"
7784,"[79, 20, 50, 77, 14, 75, 55, 68, 34, 67]"
7785,"[40, 8, 64, 28, 5, 54, 13, 79, 58, 65]"
7786,"[40, 56, 11, 63, 1, 68, 17, 32, 26, 55]"
7787,"[37, 24, 52, 77, 40, 49, 2, 11, 61, 28]"
7788,"[31, 12, 21, 74, 78, 66, 47, 44, 19, 79]"
7789,"[2, 26, 23, 37, 46, 9, 55, 70, 50, 51]"
7790,"[5, 70, 26, 80, 12, 45, 48, 8, 34, 19]"
7791,"[54, 21, 23, 78, 57, 48, 15, 33, 72, 31]"
7792,"[41, 63, 52, 60, 70, 61, 20, 19, 62, 13]"
7793,"[30, 51, 37, 63, 43, 21, 40, 34, 47, 72]"
7794,"[28, 43, 57, 50, 21, 35, 25, 31, 8, 30]"
7795,"[32, 80, 55, 24, 46, 45, 56, 26, 14, 49]"
7796,"[56, 63, 74, 32, 34, 24, 75, 15, 10, 29]"
7797,"[45, 68, 13, 59, 56, 29, 79, 28, 25, 33]"
7798,"[15, 13, 21, 18, 74, 76, 10, 54, 9, 42]"
7799,"[72, 52, 63, 48, 74, 3, 55, 11, 14, 54]"
7800,"[27, 12, 79, 54, 55, 18, 40, 6, 26, 62]"
7801,"[25, 77, 80, 65, 33, 44, 50, 5, 2, 60]"
7802,"[1, 80, 56, 75, 8, 69, 32, 54, 30, 50]"
7803,"[70, 30, 22, 42, 69, 65, 57, 6, 78, 59]"
7804,"[35, 9, 4, 73, 76, 72, 58, 75, 32, 78]"
7805,"[63, 52, 64, 25, 28, 62, 2, 21, 24, 54]"
7806,"[30, 80, 12, 10, 57, 74, 22, 52, 1, 45]"
7807,"[35, 31, 14, 58, 10, 36, 56, 50, 6, 20]"
7808,"[72, 32, 63, 37, 38, 42, 67, 73, 53, 25]"
7809,"[51, 42, 46, 18, 5, 12, 2, 14, 53, 33]"
7810,"[19, 80, 41, 20, 35, 36, 21, 37, 38, 60]"
7811,"[36, 57, 40, 60, 70, 50, 8, 49, 9, 24]"
7812,"[74, 9, 16, 71, 56, 55, 34, 38, 45, 17]"
7813,"[18, 62, 66, 23, 79, 25, 49, 48, 71, 7]"
7814,"[7, 68, 71, 62, 65, 64, 21, 40, 14, 17]"
7815,"[6, 53, 28, 11, 22, 47, 74, 3, 8, 57]"
